original_value,cleaned_value,status,justification,similarity_score,source_column
Hinton Friendship Centre Society,HINTON FRIENDSHIP CENTRE SOCIETY,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hinz, Boris","HINZ, Boris",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hipfner, David R","HIPFNER, David R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hirayama, Nathan Shigeru","HIRAYAMA, NATHAN SHIGERU",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hirschfield, Trevor James","HIRSCHFIELD, TREVOR JAMES",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ho-Garcia, Gabriel","HO-GARCIA, GABRIEL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Ho-Shue, Jason","HO-SHUE, JASON",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hoag, Nicholas","HOAG, NICHOLAS",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hobman, Tom C","HOBMAN, Tom C",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hodges, Drew","HODGES, DREW",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hodgson, Colin","HODGSON, COLIN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hoffos, Courtney","HOFFOS, COURTNEY",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hogg, Robert S","HOGG, Robert S",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Holbrook, Anne M","HOLBROOK, Anne M",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Holdsworth, David W","HOLDSWORTH, David W",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hollywood Holsteins Inc,Hollywood Holsteins Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Holzner, Claudia","HOLZNER, CLAUDIA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Honer, William G","HONER, William G",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hood, David A","HOOD, David A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hope Blooms Youth Social Entrepreneurial Ventures Inc,Hope Blooms Youth Social Entrepreneurial Ventures Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hoppe Montanaro, Malinka","HOPPE MONTANARO, MALINKA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hopper, Paige Ashlyn","HOPPER, PAIGE ASHLYN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Horner, Richard L","HORNER, Richard L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Horner, Stéphanie","HORNER, STÉPHANIE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howden, Reece Alexander","HOWDEN, REECE ALEXANDER",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howe, Erica Jane Bruce","HOWE, ERICA JANE BRUCE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howell, Dara Elizabeth","HOWELL, DARA ELIZABETH",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howell, Patricia L","HOWELL, Patricia L",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howland, John G","HOWLAND, John G",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Howlett, Susan E","HOWLETT, Susan E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Huang, Sidong","HUANG, Sidong",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hubbs Creek Vineyard Inc,Hubbs Creek Vineyard Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hudak, Brittany","HUDAK, BRITTANY",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Hudco Farms Inc.,HUDCO Farms Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hudey, Marsha Louise","HUDEY, MARSHA LOUISE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hughes, Marshall","HUGHES, MARSHALL",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hughes, Matthew","HUGHES, MATTHEW",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hughes, Timothy R","HUGHES, Timothy R",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Huitema, Jordyn Pamela","HUITEMA, JORDYN PAMELA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Human Frontier, Science Program","HUMAN FRONTIER, Science Program",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Humana-Paredes, Melissa","HUMANA-PAREDES, MELISSA",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Humble Bee Inc,Humble Bee Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Humboldt District Community Services,HUMBOLDT DISTRICT COMMUNITY SERVICES,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Humphries, Kaillie","HUMPHRIES, KAILLIE",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hundal, Shaan","HUNDAL, SHAAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hunter, Cooper","HUNTER, COOPER",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Huntsman, David G","HUNTSMAN, David G",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Huot, Benoît","HUOT, BENOÎT",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hutcheon, Jennifer A","HUTCHEON, Jennifer A",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
Huu-ay-aht First Nations,HUU-AY-AHT FIRST NATIONS,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HyLife Ltd.,",HyLife Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HydraGreens Produce Ltd.,Hydragreens Produce Ltd.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
HydroTech Mining Inc.|HydroTech Mining Inc.,HydroTech Mining inc.|HydroTech Mining inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hyndman, Alex Carman","HYNDMAN, ALEX CARMAN",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HÉBERT, Sébastien","Hébert, Sébastien",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HÉBERT, Terence E","Hébert, Terence E",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"HÉBERT, ÉTIENNE","Hébert, Étienne",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hébert, Marie-Josée","Hebert, Marie-Josée",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"Hébert, Matthieu","HÉBERT, MATTHIEU",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"IBANEZ-CARRASCO, Francisco","Ibanez-Carrasco, Francisco",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"IBRAHIM, George","Ibrahim, George",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IC Agency Canada Inc|IC Agency Canada Inc,IC Agency Canada Inc.|IC Agency Canada Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ICAN SENIORS ASSOCIATION,ICAN Seniors Association,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"IKURA, Mitsuhiko","Ikura, Mitsuhiko",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ILIESCO, NATHALIE","Iliesco, Nathalie",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ILLSLEY, Shohan","Illsley, Shohan",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
ILLUSION THEATRE DE MARIONNETTES (L'),"ILLUSION, THÉÂTRE DE MARIONNETTES (L')",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ILYUSHECHKINA, LIUBOV","Ilyushechkina, Liubov",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
"ILya E. Amrhein, Chrystal Bryson","Ilya E Amrhein, Chrystal Bryson",accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IMAGINE CANADA,Imagine Canada,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION OF MANITOBA,Immigrant and Refugee Community Organization of Manitoba,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IMMIGRANT MUSE MEDIA INC,IMMIGRANT MUSE MEDIA INC.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IMMIGRANT SERVICES CALGARY,Immigrant Services Calgary,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
IMPÔT-BÉNÉVOLES DU SUROÎT,Impôt-Bénévoles du Suroît,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDEPENDENT LIVING VERNON SOCIETY,Independent Living Vernon Society,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDIAN ASSOCIATIONS COORDINATING COMMITTEE OF ONTARIO INC.,Indian Associations Coordinating Committee of Ontario Inc.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDIGENOUS FOOD SOVEREIGNTY ASSN.,Indigenous Food Sovereignty Assn.,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDIGENOUS TOURISM ASSOCIATION OF PRINCE EDWARD ISLAND|INDIGENOUS TOURISM ASSOCIATION OF PRINCE EDWARD ISLAND,Indigenous Tourism Association of Prince Edward Island|Indigenous Tourism Association of Prince Edward Island,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDO CANADIAN SENIORS SOCIETY,Indo Canadian Seniors Society,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INDUS COMMUNITY SERVICES (MISSISSAUGA),Indus Community Services (Mississauga),accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INGERSOLL SERVICES FOR SENIORS,Ingersoll Services for Seniors,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INNOVATION ET DÉVELOPPEMENT ÉCONOMIQUE TROIS-RIVIÈRES,Innovation et développement économique Trois-Rivières,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
INNU TAKUAIKAN UASHAT MAK MANI-UTENAM,Innu Takuaikan Uashat Mak Mani-Utenam,accepted,exact_normalized_match with similarity score 100.0. Automatic correction permitted.,100.0,recipient_legal_name
